"","Collection_Timestamp","Result","Units","Start_36hr_Period","Mean_Water_Temp","Total_Precipitation","log_transformed","sqrt_transformed","ln_transformed"
"1","2007-03-15 13:50:00",45.6,"mg/L","2007-03-14 01:50:00",1.70208564583333,0.4,1.65896484266444,6.75277720645365,3.81990771652034
"2","2007-03-27 10:00:00",33.7,"mg/L","2007-03-25 22:00:00",2.67916204166667,2,1.52762990087134,5.80517010948,3.51749783735832
"3","2007-05-22 09:16:00",46.6,"mg/L","2007-05-20 21:16:00",12.6718645833333,0,1.66838591669,6.8264192663504,3.8416005411316
"4","2007-06-19 08:50:00",53,"mg/L","2007-06-17 20:50:00",17.8052070833333,8.8,1.72427586960079,7.28010988928052,3.97029191355212
"5","2007-07-16 09:03:00",54.5,"mg/L","2007-07-14 21:03:00",16.1385427083333,0,1.73639650227664,7.3824115301167,3.9982007016692
"6","2007-08-13 09:37:00",52.8,"mg/L","2007-08-11 21:37:00",18.0302233333333,2.8,1.72263392253381,7.26636084983398,3.96651119071222
"7","2007-09-17 10:14:00",53.7,"mg/L","2007-09-15 22:14:00",14.2031420833333,0,1.72997428569956,7.3280283842245,3.98341300151482
"8","2007-10-22 09:23:00",55.7,"mg/L","2007-10-20 21:23:00",12.602100625,0,1.74585519517373,7.46324326281812,4.01998014693324
"9","2008-05-21 09:01:00",50.2,"mg/L","2008-05-19 21:01:00",10.4791666666666,0,1.70070371714502,7.08519583356734,3.91601502669768
"10","2008-06-24 09:21:00",56,"mg/L","2008-06-22 21:21:00",15.4875,1.8,1.7481880270062,7.48331477354788,4.02535169073515
"11","2008-07-21 09:26:00",52.6,"mg/L","2008-07-19 21:26:00",17.81875,31.8,1.72098574415374,7.2525857457875,3.96271611974366
"12","2008-08-12 09:15:00",45.6,"mg/L","2008-08-10 21:15:00",15.1958333333333,0,1.65896484266444,6.75277720645365,3.81990771652034
"13","2008-09-15 09:15:00",42.6,"mg/L","2008-09-13 21:15:00",14.7927048649647,24.6,1.62940959910272,6.52686754883229,3.75185425327532
"14","2008-10-09 08:46:00",54.2,"mg/L","2008-10-07 20:46:00",10.0437361134257,12,1.73399928653839,7.36206492772238,3.9926809084456
"15","2008-11-06 09:55:00",53.3,"mg/L","2008-11-04 21:55:00",7.03645949433987,0.2,1.72672720902657,7.30068489937759,3.9759363311718
"16","2009-03-18 09:20:00",42.6,"mg/L","2009-03-16 21:20:00",2.71458333333333,0,1.62940959910272,6.52686754883229,3.75185425327532
"17","2009-04-06 09:40:00",38.9,"mg/L","2009-04-04 21:40:00",4.96145717977963,13.4,1.58994960132571,6.23698645180507,3.6609942506244
"18","2009-05-05 09:35:00",44.6,"mg/L","2009-05-03 21:35:00",10.5677118094093,6.4,1.64933485871214,6.6783231428256,3.79773385902602
"19","2009-06-15 10:00:00",49.6,"mg/L","2009-06-13 22:00:00",14.1437546219225,0,1.6954816764902,7.0427267446636,3.90399083373088
"20","2009-07-14 09:40:00",53.1,"mg/L","2009-07-12 21:40:00",16.5927187384391,0,1.72509452108147,7.28697468089467,3.97217692824789
"21","2009-08-10 10:10:00",43.3,"mg/L","2009-08-08 22:10:00",16.5684181286549,29,1.63648789635337,6.58027355054484,3.76815263500844
"22","2009-09-14 09:00:00",53.7,"mg/L","2009-09-12 21:00:00",15.5200148148147,0,1.72997428569956,7.3280283842245,3.98341300151482
"23","2009-10-19 09:00:00",53.2,"mg/L","2009-10-17 21:00:00",7.18541203703738,0,1.72591163229505,7.29383301152419,3.9740583963476
"24","2009-11-23 08:55:00",52,"mg/L","2009-11-21 20:55:00",6.76458333333333,0,1.7160033436348,7.21110255092798,3.95124371858143
"25","2010-04-08 09:20:00",45,"mg/L","2010-04-06 21:20:00",9.22083333333334,30.2,1.65321251377534,6.70820393249937,3.80666248977032
"26","2010-04-19 09:15:00",48.8,"mg/L","2010-04-17 21:15:00",9.12083333333333,0.2,1.68841982200271,6.98569967862919,3.8877303128591
"27","2010-05-25 09:31:00",50.8,"mg/L","2010-05-23 21:31:00",14.8197916666666,0,1.70586371228392,7.12741187248218,3.92789635458444
"28","2010-06-21 09:20:00",50.8,"mg/L","2010-06-19 21:20:00",16.9104166666666,20,1.70586371228392,7.12741187248218,3.92789635458444
"29","2010-07-19 09:20:00",51.7,"mg/L","2010-07-17 21:20:00",18.93125,6,1.71349054309394,7.19027120489902,3.94545778151438
"30","2010-08-16 09:40:00",53.2,"mg/L","2010-08-14 21:40:00",18.8843645948948,0.4,1.72591163229505,7.29383301152419,3.9740583963476
"31","2010-09-20 09:35:00",54.6,"mg/L","2010-09-18 21:35:00",13.6072997595263,0.2,1.73719264270474,7.38918128076447,4.00003388275086
"32","2010-10-26 09:40:00",51.8,"mg/L","2010-10-24 21:40:00",9.69999999999999,11.8,1.71432975974523,7.19722168617863,3.94739014926544
"33","2010-11-24 09:45:00",51.3,"mg/L","2010-11-22 21:45:00",6.68510638297872,10.2,1.71011736511182,7.16240183178799,3.93769075217672
"34","2011-03-11 16:25:00",45.3,"mg/L","2011-03-10 04:25:00",1.35416666666665,37.2,1.65609820201283,6.73052746818554,3.81330703248899
"35","2011-04-11 09:45:00",43.8,"mg/L","2011-04-09 21:45:00",4.83124999999999,6.2,1.6414741105041,6.61815684310972,3.7796338173824
"36","2011-05-17 09:35:00",46.1,"mg/L","2011-05-15 21:35:00",11.0458333333333,7,1.66370092538965,6.78969807870718,3.8308129500026
"37","2011-06-20 09:10:00",52.4,"mg/L","2011-06-18 21:10:00",15.8458333333333,0,1.71933128698373,7.23878442834154,3.958906591327
"38","2011-07-18 09:40:00",55.5,"mg/L","2011-07-16 21:40:00",17.6541666666666,0,1.74429298312268,7.44983221287567,4.01638302075239
"39","2011-08-15 09:20:00",54.9,"mg/L","2011-08-13 21:20:00",17.3020833333332,0,1.73957234445009,7.40945342113708,4.00551334851548
"40","2011-09-12 09:25:00",47.9,"mg/L","2011-09-10 21:25:00",15.7333333333333,0,1.68033551341456,6.92098258919931,3.86911550441687
"41","2011-10-18 09:35:00",54.5,"mg/L","2011-10-16 21:35:00",11.6895833333333,0,1.73639650227664,7.3824115301167,3.9982007016692
"42","2011-11-17 10:10:00",53.1,"mg/L","2011-11-15 22:10:00",7.98541666666667,0,1.72509452108147,7.28697468089467,3.97217692824789
"43","2012-04-16 09:10:00",56.9,"mg/L","2012-04-14 21:10:00",8.08645833333318,4.6,1.75511226639507,7.54320886625844,4.04129534113228
"44","2012-05-05 09:15:00",54,"mg/L","2012-05-03 21:15:00",10.925,7.6,1.73239375982297,7.34846922834953,3.98898404656427
"45","2012-06-18 09:00:00",53.6,"mg/L","2012-06-16 21:00:00",17.6625,4.2,1.72916478969277,7.32120208708925,3.98154906807676
"46","2012-07-16 09:00:00",55.4,"mg/L","2012-07-14 21:00:00",19.3739583333333,0,1.74350976472843,7.44311762637136,4.01457959375324
"47","2012-08-13 09:00:00",60.4,"mg/L","2012-08-11 21:00:00",17.9444444444444,1.8,1.78103693862113,7.77174369109018,4.10098910494077
"48","2012-09-12 09:20:00",57.1,"mg/L","2012-09-10 21:20:00",15.8007740402899,0,1.75663610824585,7.55645419492503,4.04480411666196
"49","2012-10-15 09:20:00",63.8,"mg/L","2012-10-13 21:20:00",9.75624999999998,21.6,1.80482067872116,7.98749021908634,4.15575319035074
"50","2012-11-13 09:15:00",55.4,"mg/L","2012-11-11 21:15:00",7.06666666666692,8.8,1.74350976472843,7.44311762637136,4.01457959375324
"51","2013-04-18 09:10:00",40.7,"mg/L","2013-04-16 21:10:00",5.94479166666661,7.8,1.60959440922522,6.37965516309463,3.70622809244855
"52","2013-05-16 09:20:00",50.5,"mg/L","2013-05-14 21:20:00",10.95,0.4,1.70329137811866,7.10633520177595,3.92197333628131
"53","2013-06-17 09:45:00",51.6,"mg/L","2013-06-15 21:45:00",15.0499999999997,10.8,1.71264970162721,7.18331399842719,3.94352167248752
"54","2013-07-09 09:20:00",42.1,"mg/L","2013-07-07 21:20:00",17.6520833333333,0.6,1.62428209583567,6.48845127900333,3.74004774068834
"55","2013-08-13 09:30:00",53.6,"mg/L","2013-08-11 21:30:00",15.9833333333333,2,1.72916478969277,7.32120208708925,3.98154906807676
"56","2013-09-16 09:35:00",53.8,"mg/L","2013-09-14 21:35:00",14.5572916666667,1.2,1.73078227566639,7.3348483283569,3.98527346716774
"57","2013-10-22 09:30:00",44.8,"mg/L","2013-10-20 21:30:00",10.6666666666666,15.6,1.65127801399814,6.6932802122726,3.80220813942094
"58","2014-04-08 14:30:00",43.8,"mg/L","2014-04-07 02:30:00",2.46666550917913,15.4,1.6414741105041,6.61815684310972,3.7796338173824
"59","2014-05-01 11:50:00",46.1,"mg/L","2014-04-29 23:50:00",7.12291666666674,14,1.66370092538965,6.78969807870718,3.8308129500026
"60","2014-05-12 09:40:00",53.3,"mg/L","2014-05-10 21:40:00",12.2749999999999,0,1.72672720902657,7.30068489937759,3.9759363311718
"61","2016-09-19 09:20:00",64.6,"mg/L","2016-09-17 21:20:00",15.9333334166667,0,1.81023251799508,8.03741251896405,4.16821441078856
"62","2016-11-28 09:30:00",67.1,"mg/L","2016-11-26 21:30:00",4.9250000000001,1.6,1.82672252016899,8.19145896650896,4.20618404397764
"63","2017-04-25 10:10:00",56.3,"mg/L","2017-04-23 22:10:00",9.125,14.4,1.75050839485135,7.50333259292163,4.03069453514564
"64","2017-05-15 09:30:00",54.4,"mg/L","2017-05-13 21:30:00",10.5489583333333,0,1.73559889969818,7.37563556583431,3.9963641538619
"65","2017-06-15 09:35:00",65.5,"mg/L","2017-06-13 21:35:00",16.5885416562499,0.2,1.81624129999178,8.09320702811932,4.18205014264121
"66","2017-07-24 09:50:00",64,"mg/L","2017-07-22 21:50:00",17.4499998020833,1,1.80617997398389,8,4.15888308335967
"67","2017-08-31 09:35:00",65.4,"mg/L","2017-08-29 21:35:00",15.5958333333333,0.4,1.81557774832427,8.08702664766229,4.18052225846315
"68","2017-09-20 09:40:00",66.2,"mg/L","2017-09-18 21:40:00",15.8458333541667,1,1.8208579894397,8.1363382427232,4.19268046294296
"69","2017-10-18 09:30:00",63.5,"mg/L","2017-10-16 21:30:00",11.7052083333334,0,1.80277372529198,7.96868872525461,4.15103990589865
"70","2017-11-06 09:10:00",68.5,"mg/L","2017-11-04 21:10:00",8.25520833333336,0,1.83569057149243,8.27647267862342,4.22683374526818
"71","2018-04-09 09:50:00",61.1,"mg/L","2018-04-07 21:50:00",1.3,0,1.78604121024255,7.81664889834512,4.11251186617755
"72","2018-05-14 09:40:00",64,"mg/L","2018-05-12 21:40:00",10.8875,0,1.80617997398389,8,4.15888308335967
"73","2018-06-19 09:40:00",64.9,"mg/L","2018-06-17 21:40:00",16.5937497916667,3.2,1.81224469680037,8.05605362444913,4.17284762371004
"74","2018-07-23 08:45:00",64.8,"mg/L","2018-07-21 20:45:00",17.6875,13.6,1.81157500587059,8.04984471899924,4.17130560335823
"75","2018-08-27 09:15:00",69.6,"mg/L","2018-08-25 21:15:00",17.597916375,16,1.84260923961056,8.34266144584568,4.24276456734037
"76","2018-09-10 10:10:00",64.2,"mg/L","2018-09-08 22:10:00",16.3145835208333,17,1.80753502806885,8.01249024960405,4.16200321069592
"77","2018-10-22 09:30:00",63.5,"mg/L","2018-10-20 21:30:00",8.65697569444405,0,1.80277372529198,7.96868872525461,4.15103990589865
"78","2018-11-27 09:25:00",68.9,"mg/L","2018-11-25 21:25:00",2.59166666666667,44.8,1.83821922190763,8.30060238777885,4.23265617801961
"79","2019-04-10 09:25:00",52.7,"mg/L","2019-04-08 21:25:00",3.725,0,1.72181061521255,7.25947656515261,3.96461545554732
"80","2022-06-06 09:30:00",74.2,"mg/L","2022-06-04 21:30:00",14.1879918810758,4.2,1.87040390527903,8.61394218694321,4.30676415017333
"81","2022-07-04 08:50:00",73.5,"mg/L","2022-07-02 20:50:00",17.856007265624,0,1.8662873390842,8.57321409974112,4.29728540621879
"82","2022-08-03 09:15:00",71.4,"mg/L","2022-08-01 21:15:00",18.6120949843758,7.4,1.85369821177617,8.44985206971104,4.26829786934554
"83","2022-09-14 09:45:00",72,"mg/L","2022-09-12 21:45:00",15.1501078706574,0.8,1.85733249643127,8.48528137423857,4.27666611901606
"84","2022-10-04 09:45:00",73.8,"mg/L","2022-10-02 21:45:00",8.93650900347281,0,1.86805636182304,8.59069263796581,4.30135873160643
"85","2022-11-07 09:30:00",76,"mg/L","2022-11-05 21:30:00",11.0288683263892,2.6,1.88081359228079,8.71779788708135,4.33073334028633
